GNa,GNaL,Gto,PCa,GKr,GKs,GK1,Gncx,GNaK,Jrel,Jup,GCa,GKb,PNab,PCab,GClCa,GClb,"INaCa,SS","ICaL,SS",aCaMK,bCaMK,CaMKo,[CMDN],[TRPN],[BSR],[BSL],[CSQN],"tau,diffCa","tau,tr"
9.3959805351,0.0263062581,0.1681697431,6.42352e-05,0.0359364293,0.0010476381,0.7029985708,0.0026017711,16.812827108,1.3118599393,0.8985358233,0.0004810864,0.0164814181,2.4e-09,5.1e-08,0.3469082103,0.0022100763,0.3716127303,0.7021160783,0.0616388601,0.0008059232,0.0394769066,0.0608331477,0.0774744769,0.0542320467,1.0535967031,9.6990968779,0.1984885397,53.2295487776
9.409786282,0.030880966,0.1239203523,7.0051e-05,0.0350895712,0.0013702545,0.8334446411,0.003730237,12.6312215958,1.6983073201,1.1407160248,0.0004770156,0.0217792634,2e-09,5e-08,0.2636945337,0.0019254519,0.3572159139,0.6581657118,0.04840987,0.0008340105,0.059798585,0.0434809535,0.0776215275,0.0460435587,0.9156188235,7.5623660333,0.1639588274,46.9912425049
12.9030679765,0.0304362199,0.1285369373,8.34759e-05,0.0246501741,0.0009687684,0.7748191789,0.0029359476,12.7411590109,1.3365678369,0.9124615367,0.000460815,0.0190577193,2.2e-09,5.21e-08,0.3413588123,0.0021179818,0.3339190105,0.8492290663,0.0584991293,0.0007220998,0.0491685284,0.0475813275,0.0608314985,0.0412501215,1.1881155142,7.7382549827,0.2004423993,55.2029000242
13.8561031075,0.0295552819,0.1540584919,7.02099e-05,0.0302932022,0.0011764816,0.7119331943,0.0038421476,17.1634146336,1.3230674127,1.0797214143,0.0006108336,0.0159982086,1.9e-09,7.37e-08,0.3526555181,0.0017820958,0.3263882974,0.6800028783,0.0600932673,0.0006944382,0.0475604363,0.0409804855,0.0579606301,0.0426621127,1.4003283579,9.5213555359,0.1690950258,58.9125601673
9.3610062844,0.0314977027,0.1710597478,7.95481e-05,0.0286317771,0.0012408787,0.6645204026,0.0039371022,18.2504832683,1.3265601775,1.0592539798,0.0003952664,0.0158869766,2.1e-09,6.51e-08,0.3325958415,0.0022508794,0.2784453394,0.8510554559,0.0467630747,0.0006995257,0.0413783137,0.0555688926,0.0691672456,0.0479650803,0.9704992387,7.5482530067,0.2276714885,74.3592826217
13.9291565619,0.0220392872,0.1729522255,7.80733e-05,0.0328589562,0.0010932415,0.6242092442,0.0026971583,15.9433835738,1.2086575191,1.0842765842,0.0005106515,0.0209205243,2.1e-09,6.86e-08,0.3288540501,0.0015896718,0.3937235367,0.9147241295,0.0518910455,0.0005605457,0.0434681708,0.0543623912,0.0657039468,0.0359580572,1.1418897398,10.233242838,0.2412876382,60.4617574159
9.2441233185,0.0322864415,0.1483570035,6.37061e-05,0.0328345481,0.0012601099,0.8483397331,0.0036377135,14.1871848481,1.4431000597,0.804902453,0.0006067985,0.0218601037,2.2e-09,5.88e-08,0.3031913286,0.0017668665,0.4052092192,0.7417784763,0.0504669508,0.0005540681,0.0490104005,0.051378623,0.0571317849,0.0568824118,1.2019957865,9.4625614576,0.2421024965,68.5374519011
10.0608168438,0.0248010464,0.1316274222,8.32204e-05,0.0306549517,0.0013704749,0.6862957805,0.0032462977,16.4389191765,1.2874068545,0.8009991387,0.0005636079,0.0216576744,1.8e-09,6.95e-08,0.3550308565,0.0018177807,0.3555653399,0.7321279966,0.0402027009,0.0005433273,0.0498725821,0.0607502022,0.0842130011,0.0373533496,1.3945360285,9.8599081955,0.1546042528,68.4725669608
12.6939490484,0.0218517939,0.1686981316,8.19229e-05,0.0267840086,0.0012035769,0.532257368,0.0039037341,13.2124536936,1.2150141672,1.0598369673,0.0006058119,0.0206699257,1.7e-09,5.97e-08,0.2884903554,0.002322872,0.3773497509,0.7500775632,0.0377024818,0.0006670663,0.0432813335,0.0503552456,0.0572915382,0.040478729,0.9373668277,10.4320201903,0.2427648189,53.3614602689
11.2485959988,0.0220544018,0.1383410538,7.27045e-05,0.0349897168,0.0013014932,0.6723560049,0.0028238783,12.3500310873,1.7224042019,0.8480388069,0.0004858099,0.0230951707,2.1e-09,5.75e-08,0.3463919977,0.0018875364,0.2998199631,0.7928925678,0.0541208259,0.0006030731,0.0465973952,0.0400619605,0.0854634062,0.046764367,1.38329501,9.3389272072,0.1666627141,53.3577647633
11.6655682241,0.0323512489,0.1729882048,9.24426e-05,0.0341265628,0.0011893789,0.7569520196,0.0029539725,11.91172136,1.8194127026,0.9110426611,0.0005427284,0.0220804313,1.8e-09,6.99e-08,0.2452671021,0.0018361122,0.435348262,0.8806152589,0.0382435406,0.0006731907,0.0471580926,0.0382380078,0.0709488965,0.0524145953,1.2255733988,10.9444136177,0.2082716384,58.5374458237
12.9063730019,0.0301576914,0.173991612,6.67884e-05,0.0378863532,0.0011165674,0.565533503,0.0032270426,13.0932931009,1.6648050394,0.859610897,0.0004005713,0.0141997622,1.8e-09,5.83e-08,0.2348373295,0.0020665566,0.273564801,0.6277764976,0.0458306038,0.0005631414,0.062424188,0.040117707,0.0784712415,0.0574711774,1.2681713805,9.9562284993,0.1686773449,53.4305574495
12.1007624753,0.0297423243,0.1313457158,6.28816e-05,0.0314626618,0.0009967309,0.8180526181,0.0037950443,17.5551011731,1.1580125445,0.8152824747,0.0004613664,0.0225356766,2.3e-09,6.67e-08,0.2656556701,0.0021711019,0.3101970839,0.8708259438,0.050492413,0.0006183616,0.042284434,0.0541777522,0.0597665215,0.0448085517,0.9533024998,12.3506152052,0.237481132,45.0441495369
11.5377694938,0.0242172222,0.1451186139,6.55155e-05,0.0332761723,0.0013657926,0.7753317032,0.0028440798,15.5059090527,1.2161444179,1.2497983888,0.0003889072,0.014662412,2e-09,5.85e-08,0.236546096,0.0022273235,0.3126928557,0.7824089418,0.0415778089,0.000726276,0.0612434481,0.0496886219,0.0728376357,0.0567202289,1.1227548133,8.5454685942,0.197956547,55.5955979887
14.154704234,0.0291804106,0.1768361848,7.76972e-05,0.0341599543,0.0013348678,0.6445086244,0.0041530139,17.0322526954,1.842133684,0.9263330342,0.0005770852,0.0232554027,2.2e-09,5.8e-08,0.3016834865,0.0018898246,0.3543798012,0.687649697,0.0441148494,0.000783488,0.0613054174,0.0546884417,0.0743015155,0.0457071986,1.047318044,12.4600266399,0.1757053068,59.0888578664
12.0556109507,0.0260307133,0.1876405242,7.44596e-05,0.028666885,0.0009524122,0.7467540013,0.0035376532,12.7379876958,1.3910378648,1.0044973829,0.0004610308,0.0195968068,1.8e-09,6.67e-08,0.3154334544,0.0023727996,0.3365419763,0.9550624011,0.0437505966,0.0007589441,0.0487928439,0.0582664926,0.0691068881,0.0450887126,1.3341222529,11.5248941659,0.2014462143,59.1050960862
13.8663896129,0.0248078352,0.1381364901,0.000103028,0.0336552738,0.0009636212,0.6387853102,0.0033176607,16.9317138095,1.7726375844,1.0583656692,0.000511815,0.022368745,1.6e-09,6.25e-08,0.2761125141,0.0015447506,0.4203438853,0.632366809,0.0381751564,0.0006769612,0.0399719585,0.0474977967,0.0622904504,0.0487044327,1.2895687591,10.0338704505,0.2060623945,64.4057542504
9.8341323364,0.0240333659,0.1982970169,9.317e-05,0.0270172656,0.0011873004,0.6032716308,0.0041374748,18.5639240197,1.6698518622,1.2012010257,0.0004179147,0.0207305422,1.8e-09,6.4e-08,0.3093124219,0.0021879852,0.4126886905,0.9075993015,0.0393063622,0.0005440168,0.0571267632,0.0502573203,0.0559003468,0.0484594528,0.9001782282,8.5300782712,0.2313216532,65.6520672163
10.2578614067,0.0213114116,0.1281786036,7.18677e-05,0.0385071726,0.0008377479,0.8692945282,0.0025769063,11.617618761,1.7989138783,1.0836944291,0.0006073841,0.0225030971,1.8e-09,5.91e-08,0.2223058019,0.0016131187,0.3215585646,0.9490369472,0.0468239503,0.0005842802,0.0553477475,0.0593809067,0.0825325186,0.0415859636,1.0672765687,9.6116409441,0.1983440756,51.8712202582
13.6760506114,0.0316836194,0.1218834624,9.13889e-05,0.029650149,0.0009302129,0.6648227651,0.0029968129,18.5574877817,1.8105392882,0.8932285964,0.000411325,0.0160900202,2.3e-09,5.35e-08,0.2326668777,0.0024220761,0.3838354088,0.7722648807,0.0580596732,0.0006991179,0.0480535134,0.0438901003,0.0736119832,0.057540338,1.2693822524,11.2450130864,0.183450072,62.8674220887
12.5948902939,0.0235181234,0.176505216,8.38107e-05,0.0376614115,0.0012320158,0.865759574,0.0034699341,17.4290211691,1.791219018,1.1436221508,0.0004847758,0.0204024608,2.2e-09,6.81e-08,0.2196245058,0.0022013349,0.3305186865,0.7979502993,0.0393438368,0.0005741297,0.0403379346,0.0451290921,0.0672525106,0.049984083,1.2029201587,12.0284304325,0.1619693143,52.1730263382
13.2895092336,0.0246957036,0.1891591061,8.29344e-05,0.0380866055,0.0008749342,0.7784431991,0.0037235804,16.3199070681,1.9107136598,0.948722497,0.0005129407,0.0202348341,2.3e-09,5.85e-08,0.2584034283,0.0019830309,0.3460873825,0.9704050606,0.0441768249,0.0005873244,0.0504663057,0.0588424382,0.080533209,0.0354151842,1.2112870958,11.0461307337,0.2410096807,61.1763270969
11.3209595403,0.0262032562,0.1429814819,7.36971e-05,0.0327271775,0.0010989331,0.7223014019,0.003512627,18.0251903634,1.9071971267,0.9177453895,0.0004307788,0.0183890739,1.7e-09,7.37e-08,0.3285401725,0.0018931633,0.3928966655,0.8949357894,0.0607041041,0.0007362941,0.0441951701,0.0480408736,0.0855517578,0.0497699568,1.3447880497,8.4681783408,0.1825900747,59.2957238597
12.6745738109,0.0315733073,0.1618757054,9.24565e-05,0.0265603331,0.001368269,0.6074663129,0.0041068888,12.3913132883,1.3308337798,0.9357650353,0.0006209472,0.0202834532,2.1e-09,6.68e-08,0.2748465363,0.0024451978,0.299081099,0.6729858206,0.0407231849,0.0008390843,0.0617760676,0.0474853277,0.0682031967,0.0450141216,0.9056132306,7.6092674761,0.2177290713,51.6726311006
9.9040790525,0.0213492054,0.1597321781,8.81564e-05,0.0335833982,0.0010431358,0.7307142481,0.003057694,14.7628131499,1.4790533396,0.9225354354,0.000569614,0.0148989144,1.7e-09,4.93e-08,0.2820143585,0.0020017527,0.3753746694,0.8261287124,0.0389495944,0.0007044225,0.0585167807,0.0582240223,0.0852725067,0.0396182611,1.1036801093,11.9464770474,0.2028455364,74.5982907465
11.4756869051,0.0230052807,0.1772717757,7.64693e-05,0.0363464173,0.0011170518,0.6550886116,0.0027554208,15.0799030689,1.8776490761,1.0093001007,0.0003789917,0.0181401171,2.2e-09,4.72e-08,0.3089595537,0.0016421605,0.3621166828,0.9360497119,0.0497814317,0.0005390289,0.054134706,0.0409099577,0.0634835505,0.0472955321,1.0151381443,11.5070998808,0.2324528517,62.0323923889
14.4936034376,0.0299562661,0.1323236082,8.47617e-05,0.0393766816,0.0009046988,0.6935131686,0.0029705505,13.9241689714,1.1544427707,0.9887969735,0.0004709674,0.015529009,1.9e-09,6.78e-08,0.3267543345,0.0015248208,0.2651365579,0.8854305416,0.0377374158,0.0005285106,0.0494742016,0.0584453566,0.0789250449,0.0528959659,0.9447694215,9.1201733646,0.2126171859,45.9040598601
11.1621346639,0.0343089668,0.1574143388,6.67352e-05,0.0296192681,0.0011996848,0.6749812305,0.0030676706,18.385630694,1.4719148813,1.0055026722,0.0004168923,0.0159906281,1.9e-09,5.69e-08,0.2895264654,0.0024279094,0.3428345233,0.9890449709,0.0414366176,0.0007259428,0.058706972,0.0447078949,0.078856936,0.0478384829,0.9340708411,10.4443006685,0.2353110309,46.0847408786
14.5650554664,0.0286979614,0.1349545499,9.39531e-05,0.0267624889,0.000908195,0.5319086634,0.0026883575,16.5930125321,1.8904416582,1.0177416546,0.0005964646,0.0170833503,1.8e-09,6.23e-08,0.2962155597,0.0015849279,0.2787767974,0.7165408098,0.0491067194,0.0005637459,0.0529132989,0.0403511549,0.0679126482,0.0401284743,1.3501145334,9.2500943182,0.2009379129,51.9003750888
14.3418516013,0.0321207904,0.1855014702,9.57274e-05,0.0379904919,0.0010748724,0.6260251819,0.0031642287,13.785119809,1.5755695473,0.9511728163,0.000534064,0.0204599799,2.2e-09,5.54e-08,0.2532371255,0.0016960765,0.3200525039,0.9742802217,0.0613997412,0.0008041474,0.054258648,0.0492594258,0.0529438831,0.0477456692,0.9135319335,10.7277729104,0.2162441198,46.0073098807
11.1111145589,0.0221007837,0.1930051436,7.29767e-05,0.0282996932,0.0009951107,0.764553438,0.0040059877,11.7978083041,1.2641189419,1.2099768148,0.000559076,0.020127534,2.2e-09,4.53e-08,0.2250036817,0.001526199,0.3379242642,0.9021957261,0.0385879633,0.0007476561,0.0506090207,0.047666305,0.0606236687,0.0440662786,0.9178847871,10.5531957531,0.1504154144,47.1599367416
13.6871208078,0.0287099597,0.1668313143,7.54072e-05,0.0256535455,0.001051125,0.7023939507,0.0026564412,14.2192895287,1.2068525834,1.006620908,0.0004214728,0.0207854754,1.9e-09,6.44e-08,0.3080452977,0.0019429279,0.2996838806,0.786980809,0.0610300734,0.0007133735,0.0406859683,0.0539320132,0.0619615832,0.0409006273,1.1855332637,10.3485100262,0.1914699887,46.7228040889
14.0000846478,0.0224571499,0.1292424275,7.90199e-05,0.0310830796,0.0012785456,0.6887299846,0.0030908277,18.1806704841,1.5121167833,0.7961229205,0.0003973856,0.0163866302,1.8e-09,5.66e-08,0.3023676555,0.0015326842,0.3064344386,0.951068946,0.0532479485,0.0006727839,0.0576188014,0.0415036992,0.0650282839,0.0434367906,0.9533935648,12.2209443727,0.1660098707,56.1882642233
10.9531362179,0.0291385517,0.1573343251,7.47607e-05,0.0349272818,0.0012139245,0.6958408639,0.0034911151,14.1970023879,1.6716335144,0.9483063406,0.0004012448,0.0217360744,2e-09,7.11e-08,0.2181149784,0.002389705,0.3093972392,0.7994663817,0.0581688946,0.0006090676,0.0475692025,0.0570762994,0.056159538,0.0572424793,1.0364633207,9.8749878166,0.1896921406,64.7393642657
14.6395800123,0.0301381073,0.1412730115,7.92357e-05,0.0304567522,0.0008288865,0.534259713,0.0031657063,13.5521811293,1.2685939831,1.1363609993,0.0004199199,0.0166961364,2.2e-09,5.2e-08,0.2941434632,0.0022707318,0.3226771367,0.6061099886,0.0377492005,0.0005948664,0.0471092217,0.0391667837,0.0781783274,0.0403977865,1.096189441,9.8114764913,0.2223217749,69.4085035882
13.768837669,0.025924434,0.1839853435,7.29412e-05,0.0277510783,0.0011226492,0.5331325013,0.0040963967,18.3604054307,1.3525902879,1.0849698078,0.000466426,0.0148711342,1.7e-09,6.42e-08,0.3208275202,0.0018083295,0.3504029186,0.6944642966,0.0568329406,0.000581908,0.0485205703,0.0437109478,0.0661614036,0.0483194394,0.8897831664,8.9991370289,0.2489480518,49.1202689665
12.7301269917,0.0251136427,0.1205322034,6.34213e-05,0.0293191739,0.0010324752,0.8338826412,0.0032431268,17.6108971477,1.5042005698,1.2399061657,0.0004284627,0.021970746,2.1e-09,6.58e-08,0.2875296295,0.0015067012,0.4054647631,0.8438564613,0.0473995443,0.0007789976,0.0465211595,0.0533988467,0.0572130172,0.050645992,1.3606204477,8.5224757097,0.180686872,65.0552860647
9.2855199129,0.0287238574,0.1214146402,9.66716e-05,0.0397484255,0.000882504,0.6214273347,0.0039756543,19.1482856152,1.5009722051,0.8118558514,0.0005909231,0.0171342906,1.5e-09,5.5e-08,0.2678955394,0.0020941834,0.38992919,0.9770426401,0.0510152016,0.0005465386,0.0495997222,0.0604059096,0.0814680587,0.0482169986,1.2204532262,10.0070283707,0.1952521498,59.9817555931
10.2079184046,0.034459969,0.1643510421,7.25375e-05,0.0365750354,0.0009392757,0.7042279307,0.0042098474,16.6656818045,1.5977195725,1.061269712,0.0003865212,0.0188403783,1.8e-09,5.71e-08,0.2617566246,0.0018383378,0.3699177061,0.8450287815,0.0594426136,0.0006864395,0.0389240773,0.0616638144,0.071689588,0.0479734243,1.1182800179,11.236713505,0.1565317629,71.2986648546
9.4637216363,0.0319247641,0.1948773763,9.29236e-05,0.0326993976,0.0009712332,0.8152261827,0.0038706025,11.6518865848,1.3724389705,1.0891315181,0.0005330255,0.0163682609,2e-09,6.6e-08,0.2697563342,0.001919897,0.3962042111,0.7463359468,0.0595298078,0.0005324446,0.0394597629,0.0593424429,0.0759768235,0.0579826447,1.292478221,12.3656376452,0.2360578255,70.876508031
13.1663950475,0.0238308531,0.1609438778,6.54641e-05,0.0348543307,0.0011313731,0.7551524991,0.0037938243,11.7567539342,1.6327626325,0.9280413481,0.0003957745,0.0154313748,1.9e-09,6.56e-08,0.2876897003,0.0020013415,0.2853391087,0.8055337927,0.0450553669,0.0006163192,0.0590323026,0.0465942721,0.083516346,0.0406212068,1.3000207288,11.435312791,0.2079442844,68.5773566243
9.7068629252,0.0345726524,0.1903302458,8.20454e-05,0.0279159603,0.0011614786,0.5344837808,0.0038980871,12.4069252725,1.6993326389,0.8440053327,0.0004535862,0.0148067188,1.8e-09,6.88e-08,0.2888701908,0.0022827057,0.3294099319,0.6950737929,0.0408095988,0.000660059,0.040132081,0.0512809146,0.0601141527,0.0499384364,1.3426281607,9.3040678115,0.2037507135,72.2801680581
11.7628462621,0.0254362193,0.1513576424,0.0001030002,0.0341734548,0.0010218895,0.6666313217,0.0042186463,15.8248126391,1.3514811386,0.9047974057,0.0006245701,0.0162361242,1.8e-09,5.21e-08,0.2736099212,0.0018321798,0.3368801908,0.9276159164,0.0514287667,0.0007114696,0.0422752751,0.0445310945,0.082954053,0.0569556308,1.2156046819,7.80356862,0.2021254921,61.2661169189
13.5992613802,0.0307928339,0.1504012095,9.81786e-05,0.0382781292,0.0009177293,0.853179381,0.0027950067,13.0713925295,1.2556301399,0.8266245833,0.0006219629,0.016065009,1.8e-09,6.34e-08,0.2444040609,0.0016690727,0.4185994823,0.9233724964,0.0487596268,0.0006894572,0.0605330379,0.0601871381,0.0782041992,0.0383089737,1.052665591,7.9660663593,0.2190836831,62.2108484132
12.8854149101,0.0219451185,0.1407339532,6.70489e-05,0.0317060352,0.0010146238,0.5459828152,0.0037313641,18.6234813963,1.2181911944,1.0736113218,0.0005804452,0.0187874424,2.4e-09,6.35e-08,0.3216475836,0.0015215082,0.3829797086,0.8491123757,0.0619499623,0.0007871228,0.0491902993,0.0414463047,0.0679296812,0.0444082808,1.3724273169,12.0531633612,0.1518304246,59.7199156341
10.5356602118,0.0311032124,0.1491988707,7.83477e-05,0.025826944,0.0013676966,0.6203507526,0.0034538622,19.1680603244,1.5850910786,0.8056418429,0.0005068119,0.0171483779,2.2e-09,5.8e-08,0.3367849013,0.0021310273,0.3670789806,0.7909261038,0.045865307,0.000824835,0.0552304112,0.055556125,0.0852844921,0.0525192818,1.1091136781,9.8452496443,0.197385744,69.5757903485
9.2740254404,0.0218915585,0.1953731988,0.0001016034,0.0387020419,0.0012891202,0.5628072738,0.0031577771,13.9512131531,1.8917378908,0.8507863993,0.0004899293,0.0172433956,1.7e-09,5.12e-08,0.2632330815,0.0020246895,0.3366983536,0.7325132986,0.0589821766,0.0005184066,0.055187346,0.0485349917,0.0814243648,0.0548045116,0.9656118943,7.9490299759,0.1665132248,61.5220803907
14.595346319,0.0305338906,0.1549022219,6.33936e-05,0.029351059,0.0012364799,0.7912714762,0.0033029923,17.080077465,1.5780869898,1.1483106555,0.0004601298,0.0222406892,1.6e-09,4.94e-08,0.2393155312,0.0016705086,0.3077776895,0.9925444154,0.0394708689,0.0008366411,0.0566144897,0.0503096557,0.0822791023,0.0533087798,1.2944897812,11.7902369139,0.1776428723,70.7403610577
14.0079391388,0.0266635062,0.1201313373,9.62674e-05,0.0276832277,0.0012972493,0.7359230957,0.0035148138,12.659412425,1.4030613979,1.1342868075,0.0005303127,0.0183817203,1.7e-09,4.68e-08,0.2721369811,0.0019464905,0.4035576472,0.7692619641,0.0512136177,0.0006372487,0.0378253481,0.0491917199,0.0791145878,0.0469582705,1.0099835893,9.7538700657,0.2022949415,65.9784482945
10.4262200003,0.0291630658,0.128328457,7.27502e-05,0.0393492741,0.0009600665,0.6606874459,0.0029176274,16.598678647,1.2551615009,0.8336504145,0.0004995138,0.0219430452,1.8e-09,5.61e-08,0.3528731199,0.0021019322,0.3759597362,0.6626343204,0.0574459134,0.0008163921,0.0445041622,0.0472449643,0.063721477,0.0523439354,1.2798408326,12.3572320011,0.1701652104,70.8266211483
11.0963843868,0.0218345529,0.1495644879,8.89111e-05,0.0326903501,0.0009883041,0.6407126731,0.0033708208,15.1572332444,1.3397469944,0.9278050408,0.0004793467,0.0158459394,2.3e-09,7.18e-08,0.2634722608,0.0022320306,0.2829777757,0.8412231982,0.0518111477,0.0006886771,0.0464155844,0.0595056685,0.0655786514,0.0520135665,1.1887576723,9.1710125036,0.1713065914,62.1369157243
14.5053859454,0.0248640943,0.1500701242,8.49206e-05,0.0278460883,0.0012730617,0.5696034996,0.0038645518,16.4697756259,1.2491318912,0.9960613584,0.0006140559,0.018270132,1.8e-09,4.55e-08,0.2555329759,0.0024018626,0.344378411,0.6530282119,0.0537057428,0.0005739541,0.0601601079,0.0542700807,0.0685907926,0.0541252346,1.1460438807,10.2274606904,0.1725591545,59.4341042819
14.4327784044,0.0237929746,0.1233038273,8.25043e-05,0.0323904784,0.0011420161,0.7966704446,0.0030415786,17.889720994,1.7389001669,0.7916906743,0.0004340328,0.0216234247,1.9e-09,5.22e-08,0.2752115439,0.0018163841,0.266565173,0.7708328868,0.0579814462,0.0007003466,0.0490848861,0.0611857702,0.0853101695,0.0431575058,0.9841916478,9.5438522029,0.2035875563,49.9866760715
12.2570869363,0.0344371985,0.1651010014,7.0061e-05,0.035354814,0.0009216996,0.6473704951,0.0037471675,12.8416750884,1.7945168455,1.1747133263,0.0005113805,0.0160297411,2.1e-09,6.61e-08,0.3432780163,0.0019582796,0.378988519,0.9314631843,0.0562347775,0.0005994138,0.0423478474,0.0488455808,0.0781169283,0.0559743771,0.9616106953,8.0093671746,0.2079965895,72.4815616833
9.0219869207,0.0214941509,0.1556526645,7.91439e-05,0.0255200412,0.001127665,0.7035007723,0.0032249429,16.0863126991,1.8466313989,1.1525478072,0.0004532127,0.0206196365,1.6e-09,5.43e-08,0.315950303,0.0016228111,0.4048612483,0.8007665093,0.05226363,0.0005212479,0.0487127057,0.0547366833,0.0801301139,0.0537684061,1.0877731519,10.5097500905,0.2431208356,52.6392115441
13.4826262585,0.0248374946,0.1465914436,7.13705e-05,0.0263852445,0.0012129628,0.5727227194,0.0036957628,13.4234495239,1.7987129959,1.2424872691,0.0003902611,0.018718661,1.7e-09,6.55e-08,0.2450536155,0.0018192609,0.3361434474,0.9161865676,0.0420573372,0.0006237789,0.0572663266,0.0543337671,0.0769613836,0.0400585931,0.949221258,8.4083657333,0.2094681577,61.2915399589
14.6762316593,0.0225389583,0.125165817,7.80345e-05,0.027781669,0.0009840807,0.7878833931,0.003235288,13.9132012524,1.2970386239,1.22129664,0.0004384196,0.0148377917,2.1e-09,5.23e-08,0.2970392114,0.0022960143,0.3498081541,0.9214413797,0.0568112411,0.0007484074,0.0420499376,0.0514186088,0.0863559249,0.0411658386,0.8504108248,8.4357623831,0.1703230242,47.6319718737
11.3628968098,0.0310926504,0.1790107492,6.58666e-05,0.0275921312,0.000871853,0.7289033178,0.0038115033,13.3346247814,1.2049252975,1.0388960064,0.0004721929,0.0221667139,2e-09,5.92e-08,0.216302731,0.0019744893,0.3627251347,0.6960717559,0.0496995495,0.0006006917,0.0445242245,0.0411682742,0.0652789696,0.0429605659,1.1202417152,9.5567301293,0.1914125026,72.5048710658
14.1055905535,0.0289196574,0.186470712,9.19744e-05,0.0295142876,0.0012340702,0.7704604876,0.0039308289,12.31133718,1.5867309915,1.0012167721,0.0004880825,0.0154226901,2.1e-09,5.47e-08,0.2841868744,0.0020023622,0.3927723945,0.8976094942,0.0385573006,0.0005503725,0.0441469524,0.0438685567,0.056697291,0.0455310967,1.281847971,9.1276672418,0.2044720279,72.1363348851
9.6798559907,0.0283270542,0.1842854848,9.29883e-05,0.0300169061,0.0009132217,0.8144284497,0.0029003325,11.6637242572,1.1779372108,1.0506718997,0.0004313489,0.0233764726,1.8e-09,5.46e-08,0.3453801216,0.002388022,0.3607557398,0.8989596642,0.0540551449,0.0008336547,0.0521246236,0.0471214701,0.0633745535,0.0580231006,1.0779684465,10.003189361,0.1925461985,55.5663645845
12.1440750841,0.025358214,0.1314027058,7.62415e-05,0.025293613,0.0011394241,0.6142892687,0.0036231943,17.8650944236,1.9157077448,1.0118165044,0.0005998602,0.0164764025,2e-09,4.93e-08,0.2623243996,0.0021913326,0.3885747174,0.6999212493,0.0526335205,0.0005880194,0.0420279561,0.0566004292,0.0571358627,0.057740001,1.3891303003,11.8239725235,0.2084558907,73.5000113056
12.8882024016,0.0282959551,0.1502318161,9.23745e-05,0.0365783502,0.0010917248,0.7667265503,0.0041447193,14.9760494428,1.8563340266,0.7897444605,0.0004327528,0.0234410816,1.6e-09,5.76e-08,0.2763111275,0.0017444556,0.4020500142,0.966208509,0.0520273832,0.0007479708,0.0434134732,0.0567336115,0.0593400048,0.0577456525,1.2801802223,11.2063161797,0.2301235065,54.6323717389
11.3970325771,0.0289230347,0.1425082698,6.54011e-05,0.0271109523,0.0011048196,0.5783919433,0.0032799965,15.0082551007,1.6954945349,1.0488804649,0.0005298097,0.0214426466,1.5e-09,5.31e-08,0.3418857738,0.0020238392,0.4297225294,0.6274813593,0.0505110626,0.0007045311,0.0567140464,0.0390755721,0.0590661056,0.0533389015,1.0323331637,8.3713554353,0.1936544441,48.9363961247
12.5547184529,0.0288679435,0.1349323689,7.7774e-05,0.0401122655,0.0008819395,0.7421471217,0.0033542344,13.0334672643,1.5345692532,1.1768486436,0.0005833234,0.0192509278,1.7e-09,4.85e-08,0.3172501356,0.001766629,0.4164642591,0.7575518803,0.0554422142,0.0007093229,0.0432605505,0.0619579936,0.0858757007,0.0546416342,1.2648876006,11.4788080121,0.2094441984,54.0034808376
14.4314777557,0.0242485957,0.1953099536,9.50358e-05,0.0260265271,0.0010811492,0.6426083469,0.0027609072,15.0181259639,1.2117139057,0.9881876087,0.0003883359,0.0188897848,2.1e-09,6.55e-08,0.3459675759,0.0022125758,0.3467851627,0.7087730865,0.0463998437,0.0005612369,0.0571183053,0.0615514766,0.080323938,0.0404452178,1.0604429029,10.5765716623,0.23127645,65.3002668609
12.5131933702,0.0238509735,0.189702606,7.26333e-05,0.0386888051,0.0012357896,0.8382655971,0.0030850608,15.9356403376,1.1844541395,1.0367521173,0.0004154855,0.015260328,2.2e-09,5.46e-08,0.3229716817,0.0022832451,0.363679522,0.9918916247,0.0379740333,0.0006224301,0.043044482,0.0445171146,0.0815330621,0.0410088467,0.9764989697,8.8906469472,0.1699418366,60.3191046063
11.6982279201,0.0343280403,0.1748642865,9.65448e-05,0.0301377655,0.0008869894,0.7629041703,0.0031814709,13.4774204417,1.3989814374,1.0940084742,0.0004665764,0.0176652452,1.6e-09,7.08e-08,0.2523433798,0.0016346074,0.3474814742,0.9145118661,0.0442486506,0.0007287031,0.0441022974,0.0405192988,0.0781225609,0.0553115295,0.9424557471,10.0257380499,0.2007068741,71.6552139856
11.6235954116,0.0325827475,0.1293697668,0.0001010197,0.0377892135,0.001349033,0.8095820159,0.0036434162,12.663476081,1.9111077352,1.1257611993,0.0005927074,0.0190304263,1.9e-09,4.9e-08,0.2827969295,0.0023345698,0.3542793232,0.8599433001,0.0483876425,0.0005201609,0.0387603667,0.050337188,0.073709091,0.050501478,1.3812140028,9.0826578735,0.1890357494,53.4415298054
