model,metric,fold,score,path,best_model
SecondOrderPolynomial,rsme,4,9.663702206090099,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,r2,0,0.9807821974037716,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,r2,1,0.9870671331686076,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,r2,2,0.9876350250701154,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,r2,3,0.9862012070622106,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,r2,4,0.9886492736778938,../data/cardiac/cardiac8/processed,RBF
RBF,rsme,0,7.013075737084749,../data/cardiac/cardiac8/processed,RBF
RBF,rsme,1,7.657878638830777,../data/cardiac/cardiac8/processed,RBF
RBF,rsme,2,6.915060117115648,../data/cardiac/cardiac8/processed,RBF
RBF,rsme,3,8.650280829075438,../data/cardiac/cardiac8/processed,RBF
RBF,rsme,4,13.172498936535197,../data/cardiac/cardiac8/processed,RBF
RBF,r2,0,0.9933661467979753,../data/cardiac/cardiac8/processed,RBF
RBF,r2,1,0.990519036052158,../data/cardiac/cardiac8/processed,RBF
RBF,r2,2,0.9909370236457209,../data/cardiac/cardiac8/processed,RBF
RBF,r2,3,0.9862599137710903,../data/cardiac/cardiac8/processed,RBF
RBF,r2,4,0.9763705747575944,../data/cardiac/cardiac8/processed,RBF
RandomForest,rsme,0,28.355361969421082,../data/cardiac/cardiac8/processed,RBF
RandomForest,rsme,1,25.2461887720956,../data/cardiac/cardiac8/processed,RBF
RandomForest,rsme,2,32.7759887584279,../data/cardiac/cardiac8/processed,RBF
RandomForest,rsme,3,21.30796432246274,../data/cardiac/cardiac8/processed,RBF
RandomForest,rsme,4,27.25072730502685,../data/cardiac/cardiac8/processed,RBF
RandomForest,r2,0,0.7957950805661291,../data/cardiac/cardiac8/processed,RBF
RandomForest,r2,1,0.8724702061883665,../data/cardiac/cardiac8/processed,RBF
RandomForest,r2,2,0.8579359882116049,../data/cardiac/cardiac8/processed,RBF
RandomForest,r2,3,0.8729497016678268,../data/cardiac/cardiac8/processed,RBF
RandomForest,r2,4,0.8673921141936473,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,rsme,0,11.690655486673174,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,rsme,1,15.148017846750392,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,rsme,2,10.996867622385473,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,rsme,3,16.88206220558935,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,rsme,4,18.263521941186013,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,r2,0,0.9716936232518919,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,r2,1,0.9634187925848401,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,r2,2,0.9676824205399146,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,r2,3,0.9569681100698333,../data/cardiac/cardiac8/processed,RBF
GradientBoosting,r2,4,0.9591920614321279,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,rsme,0,8.779934235277828,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,rsme,1,8.53721980439724,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,rsme,2,14.53017243293862,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,rsme,3,9.999213965480644,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,rsme,4,13.298403787562016,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,r2,0,0.9852602323142909,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,r2,1,0.9848932178571227,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,r2,2,0.9775730667132961,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,r2,3,0.977910131431933,../data/cardiac/cardiac8/processed,RBF
GaussianProcessSk,r2,4,0.9784673320926018,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,rsme,0,16.276115366708893,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,rsme,1,41.163026857067464,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,rsme,2,26.819686075119552,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,rsme,3,28.897979333955313,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,rsme,4,19.43050142494782,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,r2,0,0.9434020723795955,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,r2,1,0.7788071159976298,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,r2,2,0.880590712811371,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,r2,3,0.8863350220900017,../data/cardiac/cardiac8/processed,RBF
SupportVectorMachines,r2,4,0.9153635307446173,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,rsme,0,62.118133544921875,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,rsme,1,53.74207305908203,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,rsme,2,64.41973876953125,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,rsme,3,64.76791381835938,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,rsme,4,57.26408386230469,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,r2,0,0.3294805601253222,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,r2,1,0.4068565553392149,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,r2,2,0.08987244891936574,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,r2,3,0.32715100573081735,../data/cardiac/cardiac8/processed,RBF
NeuralNetSk,r2,4,0.32432840802660495,../data/cardiac/cardiac8/processed,RBF
