Iup(max),[Trpn]max,"gb,Ca",gCaL,INaCa(max),"Ip,Ca(max)",[Cmdn]max,"tau,tr","Tref,a","TRPN50,a","nTm,a","nTRPN,a","kTRPN,a","rs,a","rw,a","Aeff,a","ku,a","beta1,a","beta0,a","gamma,s,a","gamma,w,a","phi,a","ca50,a","nu,a","mu,a"
0.00462657,0.0763877,0.00120719,0.156832,2270.91,0.325382,0.0480871,128.868,90.5174,0.490914,5.6624,2.96824,0.0784668,0.289857,0.412724,15.7644,1.06656,-1.75874,2.83166,0.0100552,0.420757,2.73351,0.810627,9.40705,7.03385
0.00259951,0.037801,0.00144049,0.139875,1793.61,0.245822,0.0499535,195.037,76.2584,0.508583,5.38476,2.373,0.121619,0.287365,0.681314,28.012,0.515999,-2.26287,2.17024,0.00961306,0.841302,2.47027,0.956188,4.30963,4.69128
0.00665817,0.0724163,0.00157389,0.10865,1984.05,0.326046,0.0659245,134.64,160.753,0.344651,5.63558,2.41741,0.0723549,0.24087,0.691506,37.2869,1.10604,-1.66033,2.85069,0.00454459,0.790509,1.34994,0.816662,4.42051,4.64535
0.00380215,0.0605276,0.000974576,0.157268,2202.38,0.295316,0.035592,163.86,112.683,0.335976,5.69761,2.26757,0.0513158,0.324644,0.739344,27.7591,0.736299,-2.91297,1.64215,0.00597615,0.465653,2.45603,1.21402,5.01827,10.5981
0.00450497,0.0829485,0.00165117,0.16717,1385.0,0.405389,0.0487145,192.084,81.3175,0.432954,4.10776,1.90797,0.0790227,0.331288,0.648015,18.5783,0.801012,-1.57821,3.30208,0.0108707,0.526735,1.40323,0.875951,5.68935,12.3125
0.0059723,0.0879846,0.00130759,0.103357,1065.1,0.203464,0.0443342,259.553,73.9449,0.406248,4.4857,2.87525,0.0619518,0.303075,0.371373,29.3011,1.12459,-1.99466,2.46618,0.00466078,0.908861,3.29091,0.975993,5.33636,10.887
0.00400899,0.0494584,0.00157433,0.096636,1126.93,0.385009,0.0721281,188.813,154.586,0.295333,6.13034,2.55926,0.149875,0.345531,0.531593,17.0818,0.537334,-1.42191,1.32466,0.0107505,0.400511,1.43227,1.22923,7.33268,6.30598
0.00715655,0.0570357,0.00128374,0.0950328,985.673,0.351441,0.0587777,149.275,99.668,0.29706,3.6041,2.97186,0.0931109,0.359805,0.503875,28.4844,0.893859,-1.76334,3.01206,0.00938712,0.628311,2.13806,0.700099,3.9984,10.6385
0.00629943,0.0696154,0.00107612,0.123872,1999.66,0.160077,0.0727848,225.143,157.622,0.22526,2.76661,2.9138,0.0974886,0.327645,0.4587,24.1539,0.937911,-3.15072,2.98284,0.0056064,0.857001,1.19329,1.11974,7.00961,10.1823
0.00592283,0.0559345,0.000677339,0.152832,1406.32,0.247182,0.0377986,172.842,168.361,0.481072,5.02271,1.48449,0.086355,0.252961,0.677122,24.2739,0.908185,-3.3914,2.26102,0.00529091,0.700578,3.06021,0.826637,7.88894,4.51263
0.0034878,0.0574586,0.00108663,0.150972,2069.89,0.19376,0.0392648,240.983,149.827,0.364491,4.21436,1.4685,0.111673,0.312879,0.472083,17.5785,0.639052,-3.22116,3.02976,0.0104857,0.866024,2.02118,1.1838,8.82278,5.97628
0.00553007,0.0502603,0.00128166,0.11352,1219.38,0.238688,0.0419236,257.886,99.0798,0.471393,7.44169,2.36094,0.0728247,0.233655,0.704295,13.4418,0.728232,-3.51555,1.97534,0.00460075,0.62422,1.78731,0.949785,6.13065,5.60468
0.00641518,0.0646511,0.000656836,0.126392,1101.6,0.314721,0.0622131,229.652,137.204,0.414734,4.0354,2.41738,0.100984,0.347715,0.325947,37.0282,0.781075,-2.13425,2.83799,0.0117453,0.795412,2.2996,1.0641,5.2464,13.2968
0.00673173,0.0955971,0.000960993,0.151681,1774.77,0.208468,0.0660204,138.643,165.434,0.479029,4.40225,1.15088,0.0571793,0.233474,0.63115,24.6138,0.987187,-1.53515,1.67357,0.00974963,0.624927,1.12717,1.1612,9.08809,5.79314
0.00538806,0.0499419,0.00103588,0.161926,2276.12,0.270737,0.0333638,209.286,101.808,0.324357,3.28322,1.90578,0.137993,0.164275,0.55062,19.0983,1.47868,-2.18071,1.2029,0.00966087,0.524731,2.80873,0.935431,3.75159,13.0264
0.00475111,0.0540959,0.00104834,0.175437,2236.07,0.287894,0.0342445,198.982,67.2114,0.444598,5.01163,2.34519,0.0603404,0.14261,0.499534,31.6412,0.968541,-1.74312,2.75842,0.00770162,0.745936,2.93557,0.869609,4.70771,6.95686
0.00622842,0.0485258,0.00113888,0.128683,2333.04,0.273438,0.0576884,221.863,83.7112,0.408037,4.70336,2.14118,0.110492,0.283624,0.520504,26.943,1.42063,-1.65984,3.27678,0.0110932,0.40594,1.77559,0.571797,6.99173,8.23766
0.0065833,0.101459,0.000579554,0.169845,1754.47,0.158917,0.0592361,96.5454,119.498,0.470374,6.67973,1.93734,0.0535459,0.172078,0.662756,26.7188,1.38601,-2.24614,2.5054,0.00970789,0.567161,1.45137,0.451422,8.61303,8.61095
0.00518695,0.0636134,0.000899783,0.131997,1141.75,0.271081,0.0610555,205.0,157.126,0.510547,4.98105,2.32294,0.137217,0.160464,0.333513,16.7427,1.26571,-2.98831,1.85749,0.00721664,0.744604,3.17153,0.932371,7.32404,13.3966
0.0068907,0.0762316,0.00108612,0.11854,1787.6,0.272197,0.0398031,128.664,78.7597,0.470978,6.66748,1.96928,0.101855,0.254999,0.598509,25.4693,1.3931,-1.87714,3.00709,0.0100209,0.827624,2.17255,0.95261,10.3438,7.13069
0.00553423,0.0863608,0.0013117,0.101339,1931.67,0.360227,0.0362403,186.869,113.417,0.271152,6.28502,1.45333,0.125472,0.202461,0.699402,29.2418,0.695895,-2.14181,2.80324,0.00787278,0.891989,2.47273,1.03006,9.1029,11.1658
0.00493702,0.0731292,0.00122764,0.145578,1966.61,0.188426,0.0608887,135.43,116.271,0.277899,5.44379,2.25078,0.0923021,0.267104,0.376284,25.1137,1.28106,-2.18103,1.20095,0.00933663,0.320015,1.1236,0.662625,9.93723,6.0628
0.00517798,0.0657823,0.0010006,0.185294,2382.83,0.175581,0.0371479,137.135,147.056,0.521244,6.41835,2.07183,0.0807691,0.317387,0.642713,30.9968,0.510095,-1.7008,2.30825,0.00798962,0.586263,3.33747,1.28772,4.31654,4.56239
0.006591,0.0875693,0.00138975,0.159789,1181.94,0.21963,0.0728853,216.585,69.2955,0.183919,4.01989,2.06718,0.141069,0.160756,0.379882,22.1636,1.23154,-1.67066,1.25555,0.00860981,0.382487,1.67823,1.11583,7.56423,12.4924
0.00603642,0.104415,0.00165621,0.181537,2005.93,0.260769,0.059615,102.063,91.0645,0.458584,3.5688,1.82298,0.0517728,0.303841,0.36403,22.4435,1.37309,-2.74102,1.91147,0.00881891,0.710368,1.9396,0.706195,7.67408,7.54628
0.00668679,0.0743154,0.000744144,0.130466,1790.61,0.213267,0.0730043,248.183,109.651,0.275068,6.51053,1.81026,0.0765064,0.200067,0.709065,34.3895,0.607442,-3.32548,3.18934,0.00552445,0.340038,1.2488,1.09949,9.94764,10.1671
0.00284908,0.0466955,0.000995403,0.114006,850.259,0.27298,0.0298164,212.633,104.999,0.38098,5.93638,2.08228,0.0859734,0.328975,0.289134,21.2157,1.02035,-2.44664,3.15089,0.00773843,0.767635,2.55502,0.624884,9.05567,6.6193
0.00658502,0.0721404,0.00162074,0.0919905,2057.92,0.353693,0.0529954,105.808,86.4509,0.375415,2.62573,1.40375,0.0840942,0.302617,0.523137,20.5305,0.869746,-3.16078,2.02658,0.0118651,0.641658,3.13537,1.16077,8.24351,7.20201
0.00696614,0.0788945,0.00122318,0.158391,1969.26,0.204352,0.0523845,241.375,107.546,0.420764,3.86408,2.45528,0.0664905,0.262636,0.297306,17.3076,0.827383,-2.57886,1.91783,0.0087498,0.805429,2.74128,1.22323,10.1344,6.71922
0.0039953,0.0376931,0.00163699,0.114301,1041.51,0.223905,0.0582913,120.593,135.102,0.464417,5.06761,2.24981,0.146856,0.167761,0.615444,31.6868,0.721624,-1.59688,1.98316,0.00756092,0.588996,3.27187,1.05418,4.74193,4.53837
0.00484886,0.0523108,0.00156651,0.0953797,2328.8,0.271903,0.0722368,177.962,144.08,0.435258,4.22322,2.58723,0.128615,0.203674,0.420359,23.0442,0.611778,-1.65754,2.92317,0.00965889,0.804577,3.22603,0.694422,10.2691,10.2177
0.00719252,0.0877307,0.0016569,0.105474,989.44,0.345558,0.0614198,105.868,146.101,0.266782,2.97066,2.21678,0.120913,0.280355,0.614689,27.6203,0.835503,-1.28152,1.41905,0.00565324,0.428678,1.61523,0.703746,9.17287,6.64579
0.00715303,0.0898048,0.00164213,0.0747525,1958.13,0.217485,0.0537541,95.448,111.451,0.483577,3.81694,1.27202,0.114539,0.14876,0.269987,21.2669,0.507115,-1.94004,1.35866,0.00610746,0.308651,2.71444,0.820515,8.97746,8.81146
0.00420237,0.0454005,0.00127232,0.137768,1261.49,0.277425,0.0321027,228.863,176.391,0.471833,7.01684,2.24156,0.056298,0.315986,0.397766,15.2848,0.763326,-1.20637,3.22668,0.00831466,0.37603,1.73767,0.528035,10.0575,11.7005
0.00655641,0.103245,0.00106889,0.181479,2114.11,0.24705,0.0535481,207.05,78.3198,0.348317,5.84666,1.56986,0.0641933,0.132979,0.61138,34.8366,1.35821,-1.99625,2.43483,0.0118757,0.460941,2.71818,0.886933,9.76659,11.0236
0.00550093,0.0958028,0.00111875,0.139652,985.72,0.316159,0.0466444,100.888,177.962,0.361246,4.48176,2.13439,0.0817537,0.183345,0.63182,32.7706,0.638307,-2.69889,3.08235,0.00554225,0.577501,2.8575,0.897057,10.1679,7.66222
0.00384312,0.0640849,0.000869331,0.173889,1939.6,0.216616,0.0444426,115.564,129.953,0.500055,3.01385,2.4863,0.119288,0.331363,0.598156,25.0961,0.52983,-3.02892,1.60638,0.0081624,0.64989,2.5438,1.05977,7.16438,10.4456
0.00549861,0.0955381,0.00136394,0.124821,1136.36,0.241119,0.0343528,183.211,127.463,0.474416,3.53317,1.86616,0.089295,0.186841,0.388135,37.3623,1.41134,-2.48815,3.28963,0.0117476,0.460578,3.27604,1.17491,9.31779,10.1997
0.00701437,0.0769731,0.000857042,0.117584,1096.05,0.234247,0.0686633,159.187,139.407,0.353271,3.51935,2.98834,0.101678,0.233468,0.609401,37.4245,1.41485,-3.09942,2.97721,0.0102069,0.574709,2.82813,0.630479,7.26312,7.49976
0.00303412,0.059652,0.00157664,0.161108,1942.73,0.383607,0.0390988,105.067,160.394,0.514608,5.95652,1.95195,0.134614,0.297173,0.333666,32.8203,0.986684,-1.6455,3.17006,0.0115095,0.672616,1.48756,1.12933,5.52466,5.10148
0.00614099,0.103761,0.00120962,0.171812,1852.13,0.151186,0.0499797,192.423,140.276,0.524574,3.97696,2.94465,0.121973,0.268731,0.296352,24.1749,1.03466,-2.68692,2.08621,0.00828572,0.859663,3.22021,1.16608,7.29773,8.35062
0.00698812,0.0776569,0.00133294,0.149768,1012.81,0.388595,0.0637894,141.257,108.479,0.524226,4.22854,2.58183,0.0861621,0.209977,0.430278,20.7111,0.794245,-2.03721,2.88396,0.0110488,0.759014,2.4288,1.2322,7.55291,12.2106
0.00322638,0.0642977,0.000815445,0.164939,1411.44,0.35603,0.0268346,100.178,92.3866,0.437045,4.4251,2.64542,0.0975376,0.349092,0.359505,36.3212,1.18582,-1.83789,2.19082,0.0108082,0.446766,1.1847,1.03586,10.3324,8.96474
0.0066343,0.065141,0.000775954,0.180315,1024.19,0.368302,0.0646814,224.243,163.69,0.385498,5.80346,1.52558,0.110267,0.229513,0.482268,22.3566,1.27392,-3.08205,2.55473,0.00511145,0.485516,1.2308,0.862407,8.22714,5.32294
0.00368596,0.0683968,0.00137019,0.159926,1846.2,0.140061,0.0292465,126.775,79.3878,0.342766,3.49656,2.01372,0.0517799,0.256955,0.568669,18.6587,0.67051,-3.14269,2.88867,0.00548266,0.354091,1.54296,1.19145,6.88214,6.33328
0.00491847,0.100576,0.000988668,0.170637,870.3,0.266506,0.0366778,115.993,164.924,0.338167,5.8829,1.40273,0.0753227,0.356448,0.546512,18.5374,1.16941,-1.27355,2.74116,0.0072026,0.651342,1.42562,0.934015,9.02846,12.6608
0.00501209,0.0611911,0.00111596,0.115151,1622.91,0.179472,0.0328446,234.871,77.7882,0.505749,3.66544,1.27438,0.092995,0.369382,0.486904,22.7581,0.72392,-3.42486,1.88104,0.00501193,0.53082,2.45236,1.19725,9.19785,8.06399
0.00721756,0.100898,0.00144253,0.10514,2095.0,0.193638,0.025176,261.473,177.345,0.41618,4.61843,2.001,0.0583181,0.370415,0.435867,32.1439,1.24448,-1.45062,2.12058,0.00957911,0.440005,1.1878,0.978975,4.51656,10.8582
0.0055954,0.0890025,0.00148173,0.131951,965.098,0.215531,0.0552532,205.354,109.984,0.241876,5.68823,2.92076,0.145908,0.23326,0.729284,18.0476,0.799992,-3.4128,2.2532,0.00483612,0.719885,1.8499,1.27056,4.35193,12.2378
0.00569092,0.100265,0.000661571,0.170721,894.122,0.270775,0.044542,244.824,74.1914,0.320997,3.73822,2.19247,0.128164,0.358472,0.664028,21.3919,0.838609,-1.46375,1.47149,0.0120129,0.697518,2.45846,0.780093,5.42763,4.82174
0.00631699,0.0956522,0.00152455,0.141946,1710.35,0.202863,0.0504107,232.614,154.952,0.40863,6.93406,2.61184,0.0653232,0.341615,0.264337,28.6343,1.03312,-2.36107,2.79146,0.0057416,0.794434,1.74457,0.810496,8.01921,7.96871
0.00638237,0.05311,0.000664638,0.164524,1586.32,0.278407,0.0549796,132.605,69.9552,0.424071,3.27457,1.03355,0.0856958,0.323891,0.294618,18.0523,0.62812,-2.59652,1.30652,0.00468563,0.87746,3.11483,0.892168,3.72416,7.65971
0.00535988,0.103724,0.00156457,0.155126,1691.48,0.22429,0.0338769,141.303,159.147,0.408824,5.69301,2.46446,0.0507982,0.141163,0.367172,19.036,0.801605,-2.16697,1.5882,0.00703304,0.873924,3.25923,0.713887,6.35927,9.49793
0.00740986,0.0903585,0.00124249,0.089597,1787.12,0.260906,0.03282,166.561,62.6291,0.48228,3.63143,1.99599,0.120837,0.31812,0.683944,27.5791,1.40523,-1.83751,2.24948,0.0067578,0.461648,2.99564,0.618383,9.19995,13.3688
0.00740101,0.0702617,0.000983816,0.145293,1826.74,0.368076,0.0526405,248.542,107.468,0.195283,5.44935,2.70028,0.0735097,0.198948,0.6631,13.0086,1.21996,-2.89738,2.91699,0.0123852,0.635089,2.05581,0.962257,8.30696,10.8331
0.00743919,0.0761685,0.00140343,0.0652396,911.59,0.359293,0.0518966,235.423,61.1722,0.50203,3.92001,2.73351,0.120985,0.175977,0.441146,18.6877,1.32166,-3.18991,1.77026,0.010572,0.763463,3.32393,1.08471,7.89896,9.46616
0.00568897,0.0586392,0.00142617,0.0773687,1321.73,0.310473,0.0356975,111.434,76.3164,0.477688,6.07963,2.86172,0.0566672,0.272264,0.369381,23.3335,1.46688,-1.22234,3.34914,0.00765157,0.528763,2.90509,0.818423,8.64811,12.9975
0.00669087,0.0848583,0.00141374,0.0900044,1291.04,0.223834,0.045501,150.948,105.531,0.43288,4.38046,2.29491,0.0943355,0.245397,0.417903,31.0823,0.995934,-3.56911,1.83366,0.0049283,0.74439,2.89414,1.02183,7.6162,12.1557
0.00472038,0.0790875,0.00153171,0.115492,1298.91,0.227478,0.0392508,109.929,129.751,0.388817,4.12126,2.70029,0.0618828,0.261154,0.374483,33.0214,1.30694,-2.13463,2.27444,0.0108692,0.647575,1.18193,0.586775,8.54383,7.25058
0.00556642,0.0681242,0.000848057,0.14637,1117.95,0.208719,0.0649059,120.165,131.346,0.224696,3.98944,2.38149,0.112645,0.2016,0.343721,32.2478,0.690224,-3.56659,1.4421,0.0121241,0.318542,1.62969,0.933422,7.17288,11.8607
0.00412684,0.0462321,0.00124024,0.114245,1527.79,0.259218,0.0706967,129.534,144.629,0.32311,2.95641,2.78026,0.0720382,0.25687,0.655493,19.6582,1.09885,-2.24649,1.56974,0.0121462,0.408457,1.82017,0.983473,4.11208,6.99865
0.00625342,0.0800185,0.00156439,0.0819243,1145.5,0.186637,0.0709906,113.295,98.0656,0.41353,4.28389,2.188,0.121376,0.178318,0.34495,26.2442,0.554781,-2.13197,2.26709,0.00459407,0.477883,1.42099,0.850215,6.96347,6.7704
0.00500559,0.0517501,0.00106181,0.144888,1079.09,0.409496,0.0269667,165.118,97.5336,0.286885,4.85699,2.7299,0.0659534,0.145763,0.56812,18.3254,0.571636,-2.7014,2.04075,0.0108663,0.318594,2.14869,0.621851,8.02432,6.93257
0.0059517,0.065635,0.000906823,0.129308,1355.69,0.179019,0.0606177,175.21,80.5362,0.373312,3.32757,1.70967,0.115374,0.263109,0.621306,30.7483,1.44398,-2.14469,1.87775,0.00970022,0.375509,2.6196,1.11307,4.59552,9.80149
0.00491898,0.0700352,0.00105895,0.142084,1515.3,0.410103,0.054496,142.035,167.523,0.357353,5.79122,1.39585,0.121188,0.206106,0.506535,19.4108,0.973461,-1.36965,1.84884,0.00626424,0.788876,1.87768,0.604677,8.62392,8.16674
0.00710119,0.0985816,0.00136789,0.15654,2113.47,0.34341,0.0605191,178.095,98.5206,0.452723,4.14208,1.88807,0.125165,0.346055,0.609858,20.8998,0.596423,-2.47651,1.21929,0.0124919,0.669059,1.27144,0.920237,9.60645,8.20981
0.00407598,0.0697499,0.00125549,0.161328,2399.07,0.16799,0.0485536,260.097,128.246,0.33716,5.53111,2.71836,0.111321,0.319888,0.551416,29.3046,1.21522,-1.82636,1.61893,0.0100677,0.761704,1.40712,0.910425,5.94082,7.15821
0.00267831,0.0712933,0.00146799,0.165698,2233.29,0.389088,0.0323492,199.498,147.684,0.383467,4.63493,2.99334,0.0641983,0.181849,0.308446,32.4979,1.15339,-2.98696,2.33872,0.0126073,0.684331,2.90469,1.20371,3.82972,4.90865
0.00718635,0.0687664,0.000933516,0.138445,1855.43,0.322593,0.0525133,147.817,133.84,0.203413,5.37642,1.54937,0.140036,0.225019,0.43007,32.54,0.509548,-2.21832,2.34678,0.0119467,0.820589,1.78473,1.26322,4.78497,10.6232
0.00730735,0.0970218,0.00140875,0.15288,1025.17,0.392985,0.0286211,231.364,116.601,0.315514,7.33729,2.33846,0.135444,0.256764,0.509411,18.7567,1.29637,-1.41921,1.23563,0.00690235,0.34015,1.78191,0.648396,6.13663,10.045
0.00744131,0.0673423,0.00136326,0.102656,2088.51,0.179496,0.0292891,161.393,63.4618,0.499412,4.44866,2.71744,0.107045,0.127393,0.253103,35.455,0.599302,-2.82951,3.31792,0.0106958,0.63959,1.32754,0.889648,4.31784,12.3241
0.0065262,0.0652434,0.000814461,0.12418,1489.12,0.231982,0.0446624,140.411,127.339,0.483248,5.73661,2.26998,0.080976,0.373774,0.539816,22.4585,0.540212,-1.99748,1.72611,0.0105197,0.658408,3.15983,0.92826,10.4251,9.84295
0.00739169,0.088701,0.000834349,0.159766,919.311,0.290757,0.0432379,94.9747,93.5476,0.402138,2.99683,2.30218,0.0518527,0.176277,0.350785,20.3048,1.3156,-2.44381,2.19979,0.0091338,0.364462,3.25603,0.977606,3.77109,13.1191
0.00563195,0.103443,0.00143758,0.172206,1166.16,0.295624,0.0641068,99.7984,170.139,0.401376,3.42882,2.03102,0.098667,0.336513,0.621486,29.0408,1.35472,-3.09198,2.95483,0.0108599,0.723259,2.6653,0.978459,5.88451,10.4492
0.00599515,0.0810131,0.000725175,0.133769,839.851,0.273313,0.0359851,195.352,169.324,0.476744,5.86421,2.90354,0.0547288,0.193147,0.707396,15.8399,0.828849,-1.77931,2.57776,0.00715917,0.3333,1.49796,0.940283,6.63183,9.11942
0.0059098,0.0735973,0.0016117,0.154719,2249.99,0.350117,0.0597252,204.966,169.383,0.511669,5.60406,1.07131,0.139062,0.249155,0.552191,26.2707,1.31019,-2.19472,2.5978,0.0104744,0.354998,2.77861,1.14179,9.08842,8.62615
0.00733016,0.0817353,0.00152768,0.148401,2193.8,0.405781,0.0316794,260.569,86.9843,0.413892,5.90363,1.97768,0.124573,0.144276,0.617407,30.1643,0.565361,-1.46479,3.02149,0.0125582,0.498528,2.6124,0.662376,5.84261,7.90615
0.00267525,0.0401426,0.00135349,0.100957,1615.66,0.304834,0.0473965,156.427,112.148,0.211382,4.19362,2.2715,0.125916,0.245525,0.568661,19.6294,0.616597,-1.51818,2.75766,0.00971572,0.488331,2.9363,0.703173,4.95326,4.53056
0.00453822,0.0594986,0.00169171,0.118361,1078.93,0.381756,0.0544464,98.3873,70.5908,0.254908,2.62264,1.59337,0.139851,0.247673,0.478942,28.4798,1.19646,-1.32949,2.16892,0.00974164,0.822509,2.64341,1.10802,5.74519,8.86811
0.0073232,0.0817398,0.00120365,0.167161,2060.16,0.271772,0.0426616,147.042,68.9419,0.219835,4.76303,2.21338,0.10857,0.203026,0.447827,27.5279,0.969226,-2.10176,2.69465,0.0107322,0.689773,2.90323,1.10658,7.13593,5.79438
0.0065708,0.102817,0.00139105,0.154869,1778.99,0.22483,0.0615945,98.7524,97.2421,0.414193,6.19299,2.21528,0.09423,0.249586,0.378437,16.4241,0.712176,-1.68167,1.83153,0.00761996,0.403064,1.71769,1.09228,7.34234,8.58929
0.0049338,0.0644845,0.00102603,0.166342,1619.66,0.308711,0.0656846,107.502,134.719,0.490075,5.17288,1.67666,0.104586,0.300289,0.603166,24.8384,0.770036,-1.33295,2.46906,0.0117461,0.668878,1.24768,0.587179,8.72804,5.39239
0.00424424,0.05691,0.000581895,0.160465,1067.63,0.143844,0.0588552,235.819,167.017,0.448187,3.31503,1.58613,0.0976792,0.13597,0.445038,34.6878,1.40342,-2.44786,1.22259,0.01089,0.833973,3.03731,1.28465,5.11544,7.84137
0.00722548,0.0629625,0.000966248,0.106777,1625.29,0.176093,0.0428727,169.172,77.1615,0.34869,5.75783,1.90722,0.0893482,0.287053,0.472922,18.1093,0.901829,-1.55186,3.13379,0.00908264,0.35612,2.53805,1.05039,5.77725,7.98716
0.00378142,0.0661234,0.00130853,0.143117,985.262,0.373534,0.0417337,216.195,80.93,0.44715,3.62504,2.64158,0.127208,0.349408,0.558352,27.774,0.792463,-2.09235,2.62468,0.00590166,0.415806,2.60265,1.01051,7.79863,11.2953
0.00648505,0.0931441,0.0010174,0.158938,1958.22,0.256361,0.0261508,150.932,70.0131,0.3209,4.46129,2.84047,0.124475,0.211172,0.527915,17.5444,1.14712,-2.78781,1.78134,0.0106413,0.908866,2.91695,0.908268,8.45644,4.97012
0.00439714,0.0491928,0.00125229,0.101999,1982.19,0.28913,0.0262482,215.631,86.0063,0.292451,3.84158,2.54422,0.1213,0.127018,0.371375,37.2559,1.0655,-2.91045,1.70588,0.00921157,0.560791,2.55375,1.02842,6.10192,5.56994
0.00563652,0.0762688,0.00137998,0.12161,1233.01,0.215322,0.0347904,216.4,168.817,0.187589,4.60475,2.83728,0.120172,0.317628,0.259816,19.1501,1.17269,-3.19897,2.8784,0.00435686,0.711946,2.94463,1.16935,6.8266,4.58498
0.00549209,0.0921047,0.000950244,0.143101,1788.51,0.170336,0.0516432,99.3036,127.656,0.510712,3.83638,2.13782,0.06715,0.1694,0.558416,33.9549,0.513884,-3.51593,2.11921,0.0103164,0.822818,1.93204,0.662934,7.98044,11.9964
0.00519925,0.100862,0.00130159,0.113443,864.097,0.248581,0.0335656,201.231,72.3287,0.439218,7.4169,1.21631,0.0974636,0.168113,0.546555,12.9241,1.05559,-2.73032,2.78668,0.00543418,0.66117,1.91079,1.11406,9.51021,8.16289
0.00655473,0.0955393,0.00136093,0.0695791,1585.3,0.28416,0.0308113,209.611,148.611,0.389472,4.0373,1.6539,0.0541311,0.367192,0.306879,22.9664,1.4184,-2.50292,1.65561,0.00746592,0.814698,1.22644,0.823748,3.95943,8.75897
0.00376009,0.0568186,0.00122045,0.128831,1997.55,0.263316,0.0421334,148.618,160.499,0.491835,7.17435,2.17503,0.0653677,0.28669,0.290727,25.4783,1.41842,-2.36101,2.38501,0.00560496,0.402866,1.95126,0.555995,7.98985,7.00387
0.00422728,0.0434971,0.00102182,0.184531,1785.55,0.33941,0.0726305,247.758,62.8654,0.348032,5.80862,1.21595,0.0836708,0.168355,0.396684,37.1058,0.97208,-3.49813,3.1985,0.0125486,0.808911,2.92842,1.14427,9.9458,7.77714
0.00543665,0.0872662,0.00160784,0.0669096,1886.25,0.201009,0.0421608,219.718,134.48,0.277239,3.91481,1.50986,0.0726603,0.285579,0.500293,22.3891,1.21034,-1.22906,3.29697,0.0124707,0.452616,2.01406,1.2373,8.91626,13.2121
0.00474557,0.0809223,0.0012269,0.15637,1267.06,0.395418,0.0608435,121.599,87.6324,0.443635,6.77044,2.89234,0.0621679,0.221251,0.470154,15.0459,0.763248,-1.75368,2.8059,0.00982038,0.64984,2.05687,1.00332,8.01983,10.427
0.00525463,0.059355,0.00110887,0.10238,960.274,0.259831,0.0519216,205.077,67.0995,0.421789,4.0622,1.88245,0.107089,0.223845,0.435227,24.1768,1.1847,-1.90644,1.26829,0.00633304,0.353874,3.19712,0.547073,7.45728,6.21474
0.0072726,0.0957936,0.00168327,0.144831,1981.2,0.329775,0.0543141,119.291,137.643,0.424955,3.46805,2.24541,0.11064,0.133883,0.625952,28.829,1.22689,-2.48423,2.65892,0.0107731,0.541403,3.33093,1.18973,3.84142,4.52026
0.003249,0.0471119,0.000669753,0.183845,1621.26,0.400208,0.0334686,210.239,95.5655,0.286011,4.37913,2.47863,0.133396,0.174558,0.489419,32.2447,1.02464,-2.24381,1.30459,0.00545362,0.33208,3.08813,0.507181,4.20439,12.6533
0.00599856,0.0555004,0.00149008,0.0854568,983.18,0.248521,0.0562116,163.252,159.002,0.223555,5.35718,2.21261,0.113224,0.152855,0.542203,31.956,1.34103,-1.68945,2.78481,0.00641191,0.460599,2.66162,0.745984,8.36918,10.033
0.0038394,0.0616756,0.00134431,0.13636,1040.63,0.339807,0.0386613,152.498,139.751,0.276654,5.09491,2.49639,0.142764,0.34585,0.697643,34.5092,0.91218,-1.4548,2.57997,0.00500441,0.530091,1.6907,1.09872,8.46346,9.00039
0.00741899,0.0928052,0.00146407,0.124263,1832.24,0.142425,0.0652976,136.437,84.5757,0.428587,4.44618,2.26444,0.0567364,0.294732,0.442807,31.174,1.07571,-2.90257,2.95729,0.00615835,0.397093,3.03699,0.924389,5.72822,5.63828
0.00303279,0.0771294,0.00072407,0.169863,2244.83,0.152773,0.0272074,144.683,141.053,0.332133,6.56725,1.33651,0.123505,0.317719,0.496897,29.4684,1.08278,-2.51086,1.19412,0.00672297,0.726373,3.08336,0.982285,3.92765,10.6566
0.00521884,0.0760114,0.00161152,0.128683,1880.25,0.150387,0.0667712,131.621,169.549,0.513209,4.86557,2.55424,0.0528703,0.141721,0.395807,29.5153,1.12004,-2.16558,1.83466,0.0116135,0.537774,1.50656,0.719725,10.3549,8.06691
0.00411446,0.0399895,0.0010426,0.185187,1213.91,0.195627,0.0698098,220.728,66.8086,0.469774,6.9134,2.33724,0.0876523,0.245906,0.615292,17.3931,1.28949,-3.02252,2.12931,0.0099842,0.889175,2.83452,1.13049,3.98856,11.0885
0.00438033,0.0666552,0.00123133,0.0868907,1061.07,0.23251,0.0499732,152.154,129.682,0.305606,3.11988,2.73285,0.0548761,0.21889,0.672849,16.4,0.766841,-2.77091,1.87481,0.00735625,0.484632,2.17963,0.689405,6.99726,7.46196
0.00523085,0.0560547,0.000753222,0.168693,1026.93,0.189873,0.0604719,97.3935,174.701,0.427004,2.86692,2.04603,0.065531,0.185186,0.358585,35.3378,1.45018,-2.80886,1.88996,0.0125575,0.884462,2.126,0.950895,6.17136,6.45559
